Response Received Date,Interaction Id,Overall Experience-Value,Comments,Feedback Category,Subcategory,Survey Source
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/31/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,2,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,1,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,2,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,3,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,2,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,5,No Comment,No Comment,No Comment,Book Clubs Website Survey
,01/30/2023,4,No Comment,No Comment,No Comment,Book Clubs Website Survey
